usage_id,customer_id,usage_date,data_used_gb,voice_minutes,sms_count
U000606,C000846,2026-08-30,1.53,194,62
U000607,C000619,2026-08-31,0.2,4,49
U000608,C000920,2026-08-28,4.99,165,51
U000609,C000774,2026-09-10,3.91,206,18
U000610,C000490,2026-01-23,0.14,237,74
U000611,C000838,2026-02-10,1.84,164,30
U000612,C000219,2025-12-18,1.25,253,54
U000613,C000148,2026-07-31,3.96,176,12
U000614,C000754,2026-06-23,3.33,235,16
U000615,C000669,2026-07-24,4.01,178,94
U000616,C000027,2025-10-14,3.13,56,92
U000617,C000537,2026-01-29,3.93,177,72
U000618,C000031,2026-06-06,3.54,252,66
U000619,C000872,2026-02-17,4.05,23,12
U000620,C000602,2026-01-30,2.06,273,28
U000621,C000705,2025-10-11,1.31,145,70
U000622,C000983,2026-09-09,4.81,208,90
U000623,C000229,2026-01-01,0.78,138,68
U000624,C000530,2026-01-21,0.12,45,67
U000625,C000131,2026-04-18,1.21,129,56
U000626,C000833,2026-01-30,0.82,276,74
U000627,C000213,2026-01-04,2.73,202,91
U000628,C000214,2026-03-08,3.93,201,35
U000629,C000741,2026-02-15,1.83,81,37
U000630,C000836,2025-11-07,4.03,194,3
U000631,C000208,2025-11-24,2.87,169,59
U000632,C000768,2026-05-27,1.86,60,62
U000633,C000664,2026-02-26,3.99,197,89
U000634,C000332,2026-05-01,3.38,20,0
U000635,C000463,2026-06-26,3.94,198,51
U000636,C000908,2025-12-11,1.1,168,77
U000637,C000868,2025-11-04,4.28,117,35
U000638,C000801,2026-07-12,4.53,164,78
U000639,C000720,2025-10-10,3.89,114,3
U000640,C000493,2026-05-23,3.76,180,56
U000641,C000195,2025-10-21,3.79,119,55
U000642,C000536,2026-06-28,3.47,3,100
U000643,C000699,2026-02-24,4.15,91,72
U000644,C000657,2026-09-11,1.23,233,33
U000645,C000199,2026-06-25,1.68,219,46
U000646,C000694,2026-01-08,4.84,89,30
U000647,C000568,2026-03-28,0.7,94,74
U000648,C000310,2026-01-02,3.19,172,85
U000649,C000576,2026-04-07,3.14,3,5
U000650,C000995,2025-09-29,3.4,275,9
U000651,C000484,2025-12-25,3.95,129,79
U000652,C000990,2026-06-14,2.04,124,37
U000653,C000329,2025-12-06,1.83,263,98
U000654,C000857,2026-05-06,0.74,80,62
U000655,C000413,2026-01-31,0.42,237,41
U000656,C000350,2025-12-30,4.66,136,89
U000657,C000600,2026-02-19,2.27,12,59
U000658,C000299,2026-01-26,3.78,153,6
U000659,C000827,2026-08-22,3.63,67,41
U000660,C000506,2026-07-05,2.31,107,2
U000661,C000070,2025-10-23,4.38,86,75
U000662,C000995,2025-10-30,1.27,276,85
U000663,C000126,2026-05-08,0.51,241,79
U000664,C000740,2026-01-09,3.82,206,47
U000665,C000460,2025-12-27,1.82,138,42
U000666,C000686,2025-12-29,4.32,177,5
U000667,C000109,2026-01-16,1.33,82,38
U000668,C000027,2026-07-11,4.37,248,17
U000669,C000732,2026-04-05,1.11,99,37
U000670,C000990,2026-06-18,1.51,170,19
U000671,C000461,2026-05-26,4.1,44,74
U000672,C000723,2026-08-20,0.39,52,66
U000673,C000585,2026-03-26,1.96,266,49
U000674,C000677,2026-03-17,3.1,24,90
U000675,C000979,2025-12-25,1.07,175,16
U000676,C000011,2026-07-16,1.01,195,20
U000677,C000802,2026-08-01,1.49,169,75
U000678,C000822,2025-12-04,2.31,69,57
U000679,C000493,2026-08-24,0.83,6,66
U000680,C000186,2026-09-17,2.78,154,38
U000681,C000270,2026-03-08,1.04,283,43
U000682,C000746,2025-10-11,0.29,59,89
U000683,C000622,2026-06-30,0.92,156,58
U000684,C000062,2026-07-25,1.28,246,74
U000685,C000573,2025-10-27,4.47,62,50
U000686,C000386,2026-06-10,3.42,191,33
U000687,C000911,2026-07-15,0.76,141,88
U000688,C000401,2026-04-07,0.74,185,25
U000689,C000103,2025-12-08,2.98,93,23
U000690,C000085,2026-02-22,1.38,191,60
U000691,C000082,2025-11-29,1.56,30,70
U000692,C000557,2025-12-13,0.78,141,31
U000693,C000076,2026-07-27,2.87,238,82
U000694,C000213,2025-11-28,2.27,283,29
U000695,C000907,2025-11-24,4.53,169,54
U000696,C000646,2025-12-08,4.28,162,19
U000697,C000714,2026-02-26,4.71,300,55
U000698,C000351,2025-09-29,4.67,203,64
U000699,C000034,2026-06-08,4.9,114,97
U000700,C000082,2026-05-13,3.43,214,81
U000701,C000262,2026-03-21,3.92,67,24
U000702,C000125,2026-05-16,4.96,99,74
U000703,C000061,2026-04-17,3.33,231,96
U000704,C000166,2025-11-09,4.7,284,62
U000705,C000241,2026-04-08,1.25,27,73
U000706,C000375,2026-01-29,0.23,94,63
U000707,C000965,2026-06-16,0.47,288,89
U000708,C000164,2026-04-21,1.7,85,4
U000709,C000019,2026-03-04,0.6,254,81
U000710,C000364,2026-09-21,3.57,17,13
U000711,C000400,2025-10-24,3.49,86,21
U000712,C000647,2026-07-14,4.49,137,4
U000713,C000949,2026-07-20,2.17,77,37
U000714,C000596,2026-07-25,3.18,105,59
U000715,C000717,2025-10-20,3.19,275,98
U000716,C000373,2026-01-10,0.83,265,35
U000717,C000190,2025-10-11,0.11,292,93
U000718,C000611,2026-06-03,1.26,171,63
U000719,C000958,2026-08-22,0.75,211,88
U000720,C000174,2026-06-26,3.27,258,8
U000721,C000884,2026-06-19,2.05,292,6
U000722,C000173,2025-12-18,3.71,130,43
U000723,C000834,2025-10-22,1.3,241,56
U000724,C000886,2025-09-24,3.91,61,15
U000725,C000776,2026-01-07,4.37,150,88
U000726,C000343,2025-12-18,0.32,274,73
U000727,C000813,2025-12-09,2.56,5,60
U000728,C000071,2025-12-28,3.6,88,71
U000729,C000958,2025-12-23,2.67,148,97
U000730,C000826,2026-01-27,3.01,149,24
U000731,C000328,2026-02-21,2.02,157,28
U000732,C000611,2026-03-17,1.82,237,81
U000733,C000707,2025-11-10,3.07,229,21
U000734,C000315,2025-11-07,2.48,27,36
U000735,C000791,2026-06-24,3.13,231,92
U000736,C000073,2026-04-01,2.48,177,20
U000737,C000467,2026-04-03,4.02,250,12
U000738,C000606,2026-09-11,0.2,178,33
U000739,C000850,2026-04-16,4.03,4,20
U000740,C000718,2026-07-10,4.8,297,92
U000741,C000922,2025-11-22,1.65,116,46
U000742,C000317,2026-07-10,2.44,9,89
U000743,C000007,2026-02-05,3.96,158,35
U000744,C000943,2026-08-13,3.42,68,55
U000745,C000172,2025-10-29,2.3,219,74
U000746,C000945,2026-04-16,2.91,105,11
U000747,C000011,2026-01-05,1.79,128,14
U000748,C000731,2026-07-01,0.44,182,63
U000749,C000845,2026-07-22,3.37,256,64
U000750,C000290,2026-01-24,0.74,106,82
U000751,C000258,2026-05-14,0.14,215,42
U000752,C000381,2025-11-18,4.62,245,0
U000753,C000317,2026-06-04,4.14,233,73
U000754,C000416,2026-08-10,3.11,160,92
U000755,C000402,2026-05-22,1.18,71,92
U000756,C000217,2026-04-28,1.4,152,63
U000757,C000157,2025-11-30,0.98,71,88
U000758,C000601,2026-03-03,4.71,4,41
U000759,C000410,2025-09-30,2.53,88,41
U000760,C000594,2026-07-20,3.69,214,24
U000761,C000975,2026-07-13,0.51,269,27
U000762,C000398,2025-10-24,0.67,279,59
U000763,C000507,2025-12-26,3.38,56,52
U000764,C000178,2025-12-29,1.57,237,91
U000765,C000868,2026-07-12,0.56,222,40
U000766,C000237,2025-12-31,0.14,6,78
U000767,C000257,2026-06-30,2.86,84,78
U000768,C000021,2026-07-28,1.53,225,90
U000769,C000101,2025-09-28,4.23,92,47
U000770,C000572,2026-03-17,2.49,49,39
U000771,C000356,2025-12-31,0.27,218,67
U000772,C000439,2026-05-11,0.7,49,60
U000773,C000047,2026-04-01,1.66,212,7
U000774,C000885,2026-02-21,4.3,50,54
U000775,C000204,2026-04-26,1.4,129,63
U000776,C000670,2026-04-19,0.99,107,45
U000777,C000658,2026-02-27,4.31,162,19
U000778,C000241,2026-04-25,3.85,48,34
U000779,C000884,2026-03-24,4.73,52,95
U000780,C000834,2026-02-12,1.12,101,30
U000781,C000432,2025-10-14,2.68,172,16
U000782,C000196,2026-01-13,0.5,274,20
U000783,C000224,2025-12-18,3.12,223,63
U000784,C000394,2026-04-29,4.98,156,17
U000785,C000564,2026-06-10,1.9,212,94
U000786,C000848,2026-09-11,3.3,169,66
U000787,C000997,2025-10-06,1.92,127,60
U000788,C000837,2026-06-24,1.53,106,3
U000789,C000744,2026-08-02,2.43,3,47
U000790,C000714,2026-04-05,3.55,27,59
U000791,C000716,2026-05-05,4.73,243,4
U000792,C000898,2026-06-23,4.52,128,27
U000793,C000751,2026-04-16,3.27,285,69
U000794,C000779,2026-05-06,0.73,46,10
U000795,C000638,2026-09-18,4.04,106,38
U000796,C000104,2026-03-23,2.45,259,17
U000797,C000228,2026-03-04,3.9,186,87
U000798,C000708,2026-01-12,1.65,279,32
U000799,C000341,2026-08-13,1.41,190,38
U000800,C000552,2026-05-08,1.36,132,4
U000801,C000840,2026-06-15,1.6,241,13
U000802,C000697,2026-07-14,0.73,247,62
U000803,C000181,2026-09-12,1.62,180,41
U000804,C000425,2026-06-27,3.57,180,63
U000805,C000295,2026-06-16,0.8,161,59
U000806,C000912,2026-07-22,0.45,57,70
U000807,C000598,2026-05-01,1.01,185,33
U000808,C000754,2026-03-12,0.47,7,72
U000809,C000504,2025-10-16,4.02,44,16
U000810,C000331,2026-07-17,4.44,65,22
U000811,C000923,2026-08-18,4.13,165,89
U000812,C000752,2025-12-19,1.15,112,47
U000813,C000445,2026-06-01,0.24,205,57
U000814,C000663,2026-04-15,0.24,206,44
U000815,C000974,2026-03-06,0.97,187,96
U000816,C000063,2026-06-14,2.63,96,12
U000817,C000910,2025-11-17,4.85,59,8
U000818,C000366,2026-09-11,1.87,89,91
U000819,C000101,2026-06-30,4.93,216,37
U000820,C000953,2025-10-20,4.27,100,24
U000821,C000286,2026-03-05,4.89,177,46
U000822,C000017,2026-06-26,1.28,28,23
U000823,C000086,2026-04-13,1.74,283,46
U000824,C000765,2026-03-05,1.73,193,86
U000825,C000448,2026-03-23,2.65,42,91
U000826,C000289,2026-06-17,1.41,71,50
U000827,C000161,2026-02-13,3.99,296,34
U000828,C000865,2026-04-01,3.75,252,80
U000829,C000794,2026-02-20,2.77,156,55
U000830,C000197,2026-01-11,4.42,251,13
U000831,C000282,2025-10-18,0.11,193,13
U000832,C000895,2026-01-29,1.64,163,47
U000833,C000593,2026-03-08,4.74,98,75
U000834,C000354,2026-06-22,0.64,8,64
U000835,C000552,2026-01-14,1.59,68,4
U000836,C000545,2026-02-15,1.69,30,44
U000837,C000155,2026-02-22,1.09,185,61
U000838,C000458,2026-08-29,0.33,189,56
U000839,C000589,2025-09-25,4.33,295,46
U000840,C000995,2026-05-27,4.74,141,34
U000841,C000925,2026-07-29,1.78,151,69
U000842,C000407,2025-10-14,4.78,186,82
U000843,C000986,2025-11-01,1.66,28,89
U000844,C000675,2026-05-13,2.83,267,57
U000845,C000951,2026-06-19,4.16,189,29
U000846,C000431,2026-01-07,4.34,190,45
U000847,C000488,2026-06-19,0.35,173,14
U000848,C000353,2026-08-11,3.47,205,38
U000849,C000564,2026-06-08,4.57,138,90
U000850,C000367,2026-09-06,1.2,196,65
U000851,C000622,2026-07-14,2.23,263,69
U000852,C000132,2026-01-19,2.33,147,48
U000853,C000832,2026-08-24,2.02,81,56
U000854,C000525,2026-07-20,0.5,22,70
U000855,C000562,2026-03-19,4.94,50,81
U000856,C000446,2026-06-11,3.37,224,55
U000857,C000083,2026-01-21,0.18,164,1
U000858,C000989,2025-12-26,3.54,193,98
U000859,C000529,2026-09-17,1.32,80,27
U000860,C000817,2025-12-30,4.93,149,70
U000861,C000618,2026-04-27,2.07,39,28
U000862,C000446,2026-08-30,1.63,155,67
U000863,C000122,2026-03-06,1.37,255,0
U000864,C000857,2025-12-29,0.53,131,86
U000865,C000495,2026-07-18,4.46,195,41
U000866,C000921,2026-03-04,2.44,43,81
U000867,C000063,2026-06-26,1.34,272,10
U000868,C000477,2026-09-11,1.47,89,75
U000869,C000993,2025-10-24,1.98,29,56
U000870,C000971,2026-05-05,2.92,286,13
U000871,C000216,2026-03-10,1.93,234,19
U000872,C000911,2026-07-23,4.84,131,25
U000873,C000363,2026-05-12,4.75,52,16
U000874,C000570,2026-05-16,1.37,204,77
U000875,C000706,2026-09-09,4.47,117,95
U000876,C000373,2026-07-14,0.25,22,31
U000877,C000614,2025-09-24,2.8,277,17
U000878,C000101,2025-11-12,2.59,69,30
U000879,C000937,2026-05-08,4.94,230,64
U000880,C000551,2026-06-24,3.34,17,47
U000881,C000919,2025-11-21,4.82,290,65
U000882,C000972,2026-05-24,0.89,105,1
U000883,C000950,2025-11-07,4.23,170,21
U000884,C000422,2026-01-10,1.54,171,13
U000885,C000088,2025-10-07,3.48,111,24
U000886,C000917,2026-03-01,1.24,9,77
U000887,C000871,2026-09-11,4.85,163,23
U000888,C000198,2026-04-04,2.59,165,26
U000889,C000156,2025-10-17,4.67,270,12
U000890,C000996,2026-06-24,0.39,141,100
U000891,C000797,2026-06-08,4.12,51,51
U000892,C000358,2026-02-02,2.45,223,68
U000893,C000156,2026-01-13,4.2,41,97
U000894,C000246,2025-12-01,4.63,194,74
U000895,C000730,2026-03-18,3.12,188,40
U000896,C000636,2026-01-22,1.92,18,59
U000897,C000420,2026-04-04,3.98,266,30
U000898,C000329,2025-12-14,1.45,246,7
U000899,C000125,2025-11-20,3.9,48,45
U000900,C000458,2025-09-29,1.12,262,64
U000901,C000168,2025-12-03,4.89,15,92
U000902,C000179,2026-04-19,3.74,102,79
U000903,C000853,2026-07-08,4.09,142,92
U000904,C000667,2026-08-31,1.44,115,67
U000905,C000563,2026-04-29,0.82,151,60
U000906,C000936,2026-07-20,3.41,120,26
U000907,C000976,2025-12-15,1.52,146,0
U000908,C000781,2026-05-07,1.91,80,95
U000909,C000057,2025-11-11,3.39,270,52
U000910,C000739,2026-08-21,2.31,68,47
U000911,C000756,2026-03-16,2.06,170,52
U000912,C000623,2025-09-26,3.75,220,12
U000913,C000818,2026-02-01,2.24,244,25
U000914,C000792,2026-04-17,3.23,89,87
U000915,C000481,2026-08-16,3.12,161,89
U000916,C000632,2025-11-15,4.37,260,79
U000917,C000686,2026-06-16,2.45,59,13
U000918,C000674,2026-09-06,3.31,141,41
U000919,C000969,2026-07-10,0.69,111,89
U000920,C000730,2026-03-06,1.52,4,55
U000921,C000611,2025-11-16,1.06,182,32
U000922,C000068,2026-06-15,0.16,271,86
U000923,C000776,2026-06-13,3.07,99,78
U000924,C000293,2026-01-21,3.95,26,21
U000925,C000501,2026-06-02,2.26,177,52
U000926,C000951,2026-06-15,4.07,279,14
U000927,C000448,2026-06-27,4.38,215,62
U000928,C000642,2026-02-28,1.46,248,27
U000929,C000726,2026-07-05,0.52,156,12
U000930,C000672,2026-09-16,0.94,85,96
U000931,C000977,2025-10-15,4.13,38,11
U000932,C000596,2026-02-17,1.08,104,93
U000933,C000478,2026-05-09,0.11,2,21
U000934,C000885,2026-02-18,0.77,56,7
U000935,C000935,2025-12-08,0.95,21,60
U000936,C000396,2026-01-25,2.67,293,9
U000937,C000301,2025-12-26,4.35,162,8
U000938,C000453,2026-06-24,0.51,276,18
U000939,C000589,2026-01-14,1.35,3,52
U000940,C000791,2025-10-20,4.76,241,81
U000941,C000288,2026-01-06,1.46,130,43
U000942,C000161,2026-05-13,2.72,32,99
U000943,C000026,2026-09-12,1.4,247,41
U000944,C000332,2026-06-26,1.51,168,15
U000945,C000232,2025-11-30,3.21,262,79
U000946,C000714,2026-07-22,0.41,101,62
U000947,C000906,2025-10-31,3.48,246,85
U000948,C000057,2026-01-09,4.41,249,64
U000949,C000221,2025-12-04,2.61,186,67
U000950,C000449,2026-09-16,2.25,185,40
U000951,C000818,2025-11-15,1.33,122,23
U000952,C000176,2025-11-23,3.85,62,63
U000953,C000154,2026-01-25,2.15,131,99
U000954,C000426,2025-12-30,0.13,207,93
U000955,C000949,2026-03-13,3.37,57,64
U000956,C000911,2026-06-24,4.55,29,58
U000957,C000748,2025-12-17,4.46,49,23
U000958,C000601,2025-11-23,2.02,85,70
U000959,C000295,2026-02-05,4.54,262,81
U000960,C000965,2026-02-02,4.54,82,13
U000961,C000515,2026-05-22,0.63,9,13
U000962,C000624,2025-10-01,4.28,88,7
U000963,C000075,2025-10-27,2.88,99,74
U000964,C000440,2025-11-14,3.42,30,69
U000965,C000609,2026-04-26,3.52,41,76
U000966,C000551,2026-01-14,1.0,213,88
U000967,C000953,2025-12-18,2.69,224,35
U000968,C000004,2025-11-15,1.32,192,41
U000969,C000142,2026-08-01,0.43,273,37
U000970,C000345,2026-07-02,3.6,264,85
U000971,C000454,2026-03-30,1.16,245,65
U000972,C000533,2026-05-08,4.39,180,37
U000973,C000650,2026-06-24,4.48,56,52
U000974,C000382,2026-04-24,3.87,261,36
U000975,C000939,2026-03-09,2.5,283,61
U000976,C000730,2026-08-20,4.24,186,86
U000977,C000944,2026-04-07,1.62,104,36
U000978,C000417,2026-08-02,2.34,289,35
U000979,C000999,2026-08-25,2.71,263,40
U000980,C000447,2026-06-03,4.01,103,59
U000981,C000620,2026-03-30,4.48,193,4
U000982,C000105,2026-05-04,0.93,281,72
U000983,C000070,2025-11-24,1.71,256,37
U000984,C000252,2026-09-18,3.84,238,48
U000985,C000422,2025-10-25,4.75,114,18
U000986,C000005,2026-06-04,4.59,267,21
U000987,C000569,2026-07-17,2.94,85,96
U000988,C000058,2026-07-23,2.36,64,66
U000989,C000942,2026-02-01,2.53,77,8
U000990,C000952,2026-01-10,1.1,183,33
U000991,C000316,2025-12-11,3.29,40,20
U000992,C000536,2026-09-01,4.85,113,20
U000993,C000523,2026-04-07,3.44,32,72
U000994,C000214,2026-02-17,4.52,209,16
U000995,C000642,2026-05-07,0.81,149,68
U000996,C000738,2026-06-24,1.88,255,74
U000997,C000732,2026-07-06,1.2,37,90
U000998,C000009,2026-05-09,1.74,193,74
U000999,C000897,2026-01-03,3.19,241,62
U001000,C000861,2026-05-17,1.15,159,67
U001001,C000834,2026-02-09,1.91,73,65
U001002,C000115,2026-04-09,1.48,119,36
U001003,C000131,2026-06-28,1.69,222,19
U001004,C000439,2026-09-21,1.6,28,86
U001005,C000829,2026-05-14,2.92,56,74
U001006,C000080,2025-12-17,1.94,73,69
U001007,C000488,2025-12-25,1.37,125,16
U001008,C000991,2026-02-19,0.21,156,19
U001009,C000575,2026-03-30,1.79,96,56
U001010,C000331,2026-02-19,2.85,268,1
U001011,C000925,2025-11-16,4.89,38,62
U001012,C000352,2025-10-25,1.0,61,64
U001013,C000069,2026-03-12,0.84,86,84
U001014,C000989,2025-10-25,2.53,266,1
U001015,C000377,2026-07-01,3.82,217,100
U001016,C000587,2026-08-27,1.26,288,87
U001017,C000089,2026-07-01,3.5,265,23
U001018,C000846,2026-07-03,0.27,137,52
U001019,C000276,2025-12-06,1.53,188,7
U001020,C000652,2026-04-29,3.08,291,63
U001021,C000916,2026-03-04,3.73,50,4
U001022,C000652,2026-03-14,1.78,60,61
U001023,C000026,2026-03-01,4.53,228,36
U001024,C000912,2026-08-26,3.72,64,60
U001025,C000142,2026-01-22,0.7,48,67
U001026,C000088,2026-07-27,3.88,25,25
U001027,C000654,2026-05-23,0.7,274,43
U001028,C000781,2026-07-14,2.47,3,92
U001029,C000911,2025-10-28,3.45,126,33
U001030,C000417,2026-05-07,1.74,211,58
U001031,C000507,2026-04-24,4.92,251,63
U001032,C000350,2026-04-05,3.29,298,28
U001033,C000033,2026-05-04,2.8,196,21
U001034,C000437,2026-07-04,0.65,265,69
U001035,C000856,2026-03-09,4.33,229,57
U001036,C000604,2026-03-27,1.73,91,13
U001037,C000478,2026-01-30,4.6,19,91
U001038,C000891,2026-06-05,0.18,39,66
U001039,C000987,2025-11-22,4.91,96,20
U001040,C000305,2025-11-10,4.56,71,19
U001041,C000115,2025-11-04,0.93,259,63
U001042,C000418,2026-09-02,0.26,61,41
U001043,C000681,2026-03-27,2.1,64,66
U001044,C000243,2026-06-02,0.26,129,97
U001045,C000784,2026-09-17,4.17,136,52
U001046,C000428,2026-01-21,0.61,210,36
U001047,C000024,2026-02-13,3.87,123,39
U001048,C000932,2026-09-03,1.76,181,83
U001049,C000349,2025-12-02,1.99,26,54
U001050,C000542,2026-08-25,4.41,261,56
U001051,C000633,2025-10-03,0.9,57,47
U001052,C000968,2026-08-13,3.16,270,82
U001053,C000212,2025-10-19,2.86,82,7
U001054,C000066,2026-08-02,2.25,101,3
U001055,C000579,2026-02-24,4.7,44,33
U001056,C000056,2026-05-24,3.84,17,43
U001057,C000006,2026-07-23,4.36,35,72
U001058,C000560,2026-07-24,4.57,91,38
U001059,C000219,2026-06-15,1.26,52,46
U001060,C000822,2026-08-02,0.92,252,70
U001061,C000861,2025-12-29,2.22,81,22
U001062,C000933,2025-10-14,0.25,275,95
U001063,C000475,2025-11-16,2.36,250,22
U001064,C000537,2026-04-23,3.07,109,95
U001065,C000508,2026-01-16,4.84,244,90
U001066,C000439,2025-12-21,4.31,115,66
U001067,C000673,2026-04-14,2.67,190,18
U001068,C000423,2026-03-04,3.83,164,59
U001069,C000720,2026-09-09,0.3,132,19
U001070,C000124,2025-11-10,4.68,33,75
U001071,C000805,2026-03-31,1.0,145,27
U001072,C000711,2026-07-30,4.37,105,58
U001073,C000860,2026-01-20,4.8,270,31
U001074,C000021,2026-08-10,0.18,96,47
U001075,C000274,2026-05-26,2.67,289,94
U001076,C000181,2026-01-27,3.0,82,2
U001077,C000309,2025-12-15,4.44,145,11
U001078,C000256,2026-02-03,0.39,141,76
U001079,C000305,2026-06-21,2.01,159,46
U001080,C000549,2026-05-21,0.77,5,15
U001081,C000899,2025-12-04,1.72,265,53
U001082,C000853,2025-09-24,0.55,143,76
U001083,C000738,2026-08-24,3.22,155,53
U001084,C000798,2026-03-15,0.18,187,56
U001085,C000376,2026-03-10,1.36,159,6
U001086,C000018,2026-03-15,1.29,283,51
U001087,C000941,2026-04-03,1.87,63,86
U001088,C000984,2026-06-10,2.68,212,72
U001089,C000442,2026-08-19,0.66,127,34
U001090,C000435,2026-03-20,2.48,242,8
U001091,C000522,2025-12-10,4.94,169,74
U001092,C000464,2025-10-15,1.93,23,32
U001093,C000539,2026-02-07,3.89,234,84
U001094,C000210,2026-01-11,3.11,158,62
U001095,C000100,2025-12-26,2.26,67,15
U001096,C000472,2026-01-03,4.08,36,86
U001097,C000313,2025-10-02,4.42,1,51
U001098,C000525,2025-12-20,3.56,287,91
U001099,C000889,2026-02-18,3.72,240,22
U001100,C000364,2025-10-20,4.36,23,86
U001101,C000078,2026-04-15,3.02,29,75
U001102,C000456,2026-02-23,0.64,218,23
U001103,C000795,2025-10-01,4.84,207,63
U001104,C000808,2026-06-07,1.04,99,56
U001105,C000543,2026-08-07,4.98,174,4
U001106,C000480,2025-12-04,4.37,82,37
U001107,C000214,2026-07-10,0.7,8,94
U001108,C000458,2026-08-26,1.12,165,19
U001109,C000443,2026-01-03,4.85,109,71
U001110,C000338,2026-05-04,3.51,113,96
U001111,C000294,2026-05-26,0.16,171,65
U001112,C000332,2025-11-28,3.3,283,0
U001113,C000901,2026-01-17,4.32,216,70
U001114,C000524,2026-06-04,4.14,70,41
U001115,C000304,2026-06-22,0.92,40,93
U001116,C000780,2026-09-03,1.2,176,81
U001117,C000627,2026-08-14,4.64,129,91
U001118,C000138,2026-02-09,4.72,126,95
U001119,C000244,2026-09-22,0.61,284,33
U001120,C000996,2026-05-03,1.81,115,89
U001121,C000699,2026-04-25,3.75,251,75
U001122,C000124,2025-10-26,2.37,238,1
U001123,C000613,2026-04-20,1.7,77,26
U001124,C000702,2026-01-09,2.22,203,31
U001125,C000248,2026-08-16,4.67,272,39
U001126,C000648,2026-05-29,1.37,132,51
U001127,C000933,2026-09-18,0.2,276,49
U001128,C000191,2026-05-12,3.26,124,82
U001129,C000150,2025-10-19,1.44,51,61
U001130,C000869,2026-03-29,2.17,179,55
U001131,C000970,2025-09-25,2.65,294,25
U001132,C000244,2025-12-07,0.16,264,81
U001133,C000126,2026-07-10,1.75,23,51
U001134,C000303,2026-09-20,1.73,205,9
U001135,C000005,2026-06-20,0.66,45,31
U001136,C000422,2025-11-04,3.0,221,21
U001137,C000942,2026-09-17,4.21,292,29
U001138,C000696,2026-04-02,0.12,188,80
U001139,C000089,2026-04-15,3.5,58,5
U001140,C000566,2026-07-18,1.5,31,27
U001141,C000196,2025-10-11,4.41,139,95
U001142,C000558,2026-08-13,1.66,263,22
U001143,C000660,2026-02-04,0.15,199,11
U001144,C000372,2025-10-29,4.35,150,4
U001145,C000042,2025-10-06,1.41,229,26
U001146,C000271,2026-03-29,4.93,31,81
U001147,C000268,2026-03-17,2.89,228,33
U001148,C000362,2025-11-07,3.94,179,83
U001149,C000644,2026-04-10,3.55,137,70
U001150,C000767,2025-10-10,0.11,2,34
U001151,C000457,2026-01-14,1.3,288,7
U001152,C000404,2026-07-14,4.53,201,53
U001153,C000907,2025-11-14,2.5,181,34
U001154,C000849,2026-04-16,0.49,225,98
U001155,C000075,2026-01-06,4.39,254,44
U001156,C000616,2025-10-17,0.38,290,33
U001157,C000728,2026-07-18,4.99,10,28
U001158,C000681,2025-10-21,2.84,2,50
U001159,C000633,2025-10-31,4.45,243,59
U001160,C000846,2025-10-11,2.16,57,17
U001161,C000873,2026-07-23,4.24,148,69
U001162,C000516,2025-11-23,1.37,107,77
U001163,C000519,2025-10-12,3.75,199,18
U001164,C000035,2025-10-10,1.02,51,89
U001165,C000407,2026-04-05,3.79,48,5
U001166,C000680,2025-12-23,1.9,83,71
U001167,C000517,2026-04-30,0.37,48,72
U001168,C000814,2026-07-16,2.42,63,93
U001169,C000767,2025-12-12,1.75,55,60
